Year,Ranking,Company,Customer Satisfaction,Employee Engagement and Development,Innovation,Social Responsibility,Financial Strength,Effectiveness
2020,13,Nvidia,69.4,75.0,65.0,66.1,67.1,77.2
2020,14,Jones Lang LaSalle,53.2,59.3,89.5,68.5,53.3,74.2
2020,15,Pepsi,67.8,55.4,75.6,66.8,62.6,74.1
2020,16,Adobe,60.5,70.0,63.8,67.0,69.1,73.9
2020,17,Accenture,73.3,57.7,56.9,74.1,68.0,73.6
2020,18,Lockheed Martin,63.7,57.0,74.2,65.0,67.0,73.5
2020,19,Ford,71.7,53.8,87.9,64.2,44.3,73.1
2020,20,General Electric,65.3,55.4,96.5,61.1,39.8,72.6
2020,21,Colgate-Palmolive,57.8,64.8,64.5,69.2,66.5,72.1
2020,22,Salesforce,66.9,76.1,62.9,69.5,47.6,72.1
2020,23,Oracle,70.5,49.1,71.9,66.6,63.9,72.0
2020,24,3M,52.9,57.5,81.0,70.2,55.8,72.0
2020,25,Nike,67.0,49.4,75.5,66.9,62.1,72.0
2020,26,Amgen,70.8,57.1,63.8,67.3,62.9,71.5
2020,27,Target,60.5,51.8,73.8,71.1,60.6,71.5
2020,28,S&P Global,68.9,57.9,56.0,66.7,75.1,71.5
2020,29,Edwards Lifesciences,65.4,63.6,65.4,68.5,57.6,71.4
2020,30,JPMorgan Chase,63.0,61.2,60.0,67.5,69.5,71.1
2020,31,Visa,67.0,61.9,54.3,66.4,73.6,71.1
2020,32,Caterpillar,76.6,53.0,75.1,58.2,56.3,70.9
2020,33,Clorox,72.5,64.0,55.8,68.8,60.2,70.8
2020,34,Walmart,57.2,44.6,77.4,60.3,77.5,70.6
2020,36,Mastercard,48.2,68.5,59.6,63.5,80.2,70.5
2020,37,Automatic Data Processing,58.7,56.0,70.9,66.1,62.0,69.8
2020,38,Altria,47.9,51.0,81.4,62.2,67.3,69.3
2020,39,Honeywell,67.8,50.7,73.7,61.9,58.0,69.2
2020,41,Eli Lilly,60.6,61.2,62.1,62.7,67.7,69.0
2020,42,Coca-Cola,65.5,57.5,66.4,63.2,59.8,68.9
2020,43,Deere,63.8,58.3,76.6,59.4,52.5,68.9
2020,44,Dell Technologies,60.0,50.2,77.2,64.4,57.4,68.9
2020,45,Kimberly-Clark,62.3,60.9,57.0,65.7,67.5,68.6
2020,47,Medtronic,47.6,59.0,74.6,71.2,53.8,68.6
2020,48,Vmware Inc A,67.9,70.9,53.0,62.7,60.2,68.5
2020,50,AbbVie,46.2,64.1,65.9,66.4,66.8,68.4
2020,51,General Motors,67.7,51.5,78.8,62.1,47.4,68.4
2020,52,Intuit,60.6,71.7,53.1,64.4,62.9,68.2
2020,53,Advanced Micro Devices,57.7,64.3,57.6,66.6,64.5,68.1
2020,55,Hewlett Packard Enterprise,57.7,50.8,75.1,70.7,49.3,67.8
2020,56,Abbott Laboratories,46.3,55.7,74.2,69.6,57.2,67.5
2020,57,Texas Instruments,48.3,65.3,55.7,71.6,66.2,67.4
2020,59,Agilent Technologies,76.1,59.0,54.1,65.3,53.5,66.8
2020,60,Raytheon,64.6,57.0,67.3,64.7,50.3,66.8
2020,61,Qualcomm,47.0,56.6,80.5,60.5,55.2,66.5
2020,62,Etsy,69.2,52.0,61.2,48.5,78.3,66.4
2020,64,Whirlpool,51.1,58.3,76.5,59.2,55.6,66.3
2020,65,Pfizer,52.2,60.2,70.0,58.8,61.0,66.2
2020,66,Home Depot,54.0,52.0,58.2,63.7,76.8,66.1
2020,67,AT&T,41.9,47.6,66.2,72.9,68.9,65.6
2020,68,General Mills,54.6,62.2,59.1,70.3,53.7,65.6
2020,69,eBay,58.8,51.9,67.3,61.1,60.2,65.3
2020,70,Allstate,61.2,46.4,67.5,63.4,60.6,65.3
2020,71,Hershey,68.4,60.3,50.0,68.2,54.7,65.1
2020,73,Cummins,53.0,59.5,60.3,71.3,53.1,65.1
2020,75,Bank of America,47.2,57.8,67.4,63.1,61.9,65.0
2020,77,Boeing,62.1,52.9,83.9,56.2,39.9,65.0
2020,78,Rockwell Automation,65.1,58.8,58.1,62.2,56.5,65.0
2020,81,Verizon Communications,43.5,56.8,57.4,67.1,73.9,64.9
2020,82,Eaton,65.8,53.7,54.6,66.8,57.2,64.4
2020,83,Applied Materials,59.7,54.3,60.3,63.8,59.3,64.4
2020,84,Intuitive Surgical,54.0,70.8,66.2,48.6,59.1,64.3
2020,85,Estee Lauder,68.5,55.6,54.9,62.5,56.7,64.1
2020,88,Costco Wholesale,64.5,61.3,59.5,52.2,61.8,64.0
2020,90,Illumina,54.9,62.7,53.9,68.1,56.5,64.0
2020,91,Mettler-Toledo International,68.9,54.2,50.6,64.9,59.8,64.0
2020,92,Best Buy,67.8,57.1,48.3,68.0,56.6,63.9
2020,93,Philip Morris International,30.4,52.4,76.7,52.3,80.9,63.7
2020,96,Lam Research,61.1,60.1,54.3,59.3,62.3,63.6
2020,97,Autodesk,51.3,64.1,52.2,65.5,62.6,63.6
2020,98,American Express,54.2,64.3,60.7,60.6,53.9,63.3
2020,99,Bristol-Myers Squibb,42.5,63.7,61.6,64.9,58.6,63.2
2020,100,CBRE Group,59.6,56.9,55.2,63.8,58.6,63.2
2020,102,Regeneron Pharmaceuticals,55.3,62.9,54.4,56.3,66.8,63.1
2020,103,Northrop Grumman,46.7,55.4,68.0,63.9,54.8,62.9
2020,104,Molson Coors,72.3,59.5,53.4,64.2,44.3,62.9
2020,105,Moody's,66.7,56.2,46.6,62.1,64.4,62.8
2020,106,Johnson Controls International,60.5,47.3,59.7,69.9,52.2,62.7
2020,109,Newmont Corp,49.8,61.6,55.7,68.0,55.5,62.7
2020,110,Hilton Worldwide,67.3,61.9,52.6,62.6,48.8,62.7
2020,112,Linde,58.8,53.9,61.7,66.6,48.1,62.6
2020,113,Workday,65.0,67.1,53.3,63.1,43.2,62.5
2020,114,Hormel Foods,67.0,61.7,49.7,62.2,52.5,62.4
2020,115,PayPal,47.0,61.3,62.2,55.0,65.2,62.3
2020,116,Gilead Sciences,54.7,60.6,59.6,64.5,49.2,62.2
2020,117,Ecolab,48.9,53.4,67.8,64.1,52.2,62.2
2020,118,Kellogg,54.5,53.0,58.2,70.4,51.4,62.2
2020,120,DuPont de Nemours,67.2,59.5,68.6,51.1,43.7,62.2
2020,122,Biogen,52.5,56.3,52.9,62.3,66.8,62.0
2020,123,Owens Corning,64.5,62.7,48.2,69.9,44.3,62.0
2020,124,Walt Disney,46.8,61.2,56.9,65.2,57.7,61.9
2020,125,Boston Scientific,48.0,63.8,62.6,64.7,47.3,61.9
2020,128,Vertex Pharmaceuticals,64.4,52.7,55.2,46.5,76.0,61.9
2020,130,International Flavors & Fragrances,62.9,57.3,55.6,67.1,45.3,61.9
2020,131,Electronic Arts,57.4,60.3,52.8,58.7,60.8,61.5
2020,132,TE Connectivity,71.6,52.8,52.7,64.4,47.2,61.5
2020,133,ResMed,59.6,63.8,52.0,56.0,59.3,61.5
2020,134,Motorola Solutions,53.2,55.5,52.8,67.6,58.0,61.4
2020,135,Cadence Design Systems,56.4,62.7,53.8,52.2,65.8,61.4
2020,136,United Parcel Service,49.1,51.1,59.9,64.4,61.3,61.3
2020,137,FMC,56.6,59.4,59.9,57.4,54.0,61.3
2020,138,AES,52.9,63.8,62.2,57.9,49.1,61.2
2020,139,Lululemon Athletica,61.7,61.2,48.0,52.2,68.7,61.1
2020,140,Hasbro,52.2,57.0,60.5,64.5,49.8,61.0
2020,141,Becton Dickinson,46.9,57.9,64.7,64.5,48.4,60.9
2020,142,Campbell Soup,64.0,48.6,51.5,71.2,48.9,60.7
2020,144,Tiffany & Co,69.0,55.7,51.9,62.2,47.2,60.6
2020,145,Starbucks,48.2,55.3,63.8,60.7,54.2,60.5
2020,146,ServiceNow,61.8,59.6,52.0,44.8,71.9,60.4
2020,148,NetApp,62.2,61.4,51.1,53.8,59.2,60.4
2020,149,Citigroup,51.6,53.7,56.6,66.0,54.3,60.3
2020,150,W.W. Grainger,64.6,54.6,45.2,65.0,56.6,60.3
2020,152,Morgan Stanley,58.6,56.7,47.5,63.7,58.6,60.2
2020,154,PVH,67.4,63.0,47.6,64.9,41.9,60.2
2020,155,McDonald's,45.8,43.4,68.7,61.6,60.2,60.1
2020,156,Brown-Forman,59.3,66.3,47.2,56.9,56.9,60.1
2020,157,Avery Dennison,63.1,59.6,54.1,53.6,55.4,60.1
2020,158,KLA Corporation,56.7,59.4,53.9,54.5,60.1,59.9
2020,160,Weyerhaeuser,60.9,60.3,50.8,65.4,44.9,59.8
2020,161,Keysight Technologies,59.5,58.3,53.1,56.0,57.2,59.8
2020,162,Illinois Tool Works,53.6,49.8,58.4,62.7,56.2,59.7
2020,164,T-Mobile,48.3,62.3,52.0,49.7,73.5,59.7
2020,165,Varian Medical Systems,59.0,60.5,53.2,59.0,51.2,59.7
2020,166,Equinix,55.5,62.8,60.5,53.5,49.8,59.7
2020,168,Nielsen Holdings,59.1,51.2,66.1,58.4,44.1,59.5
2020,169,Archer-Daniels-Midland,64.1,53.7,53.1,59.0,52.3,59.4
2020,171,Danaher,56.0,54.4,66.6,48.5,55.0,59.3
2020,172,MetLife,47.3,55.4,52.9,64.5,59.7,59.3
2020,173,Air Products & Chemicals,37.2,60.2,56.6,68.0,55.5,59.3
2020,174,VF,62.9,54.6,52.2,63.0,48.1,59.3
2020,175,Capital One Financial,49.1,60.4,72.2,54.0,40.8,59.2
2020,177,Xilinx,51.3,59.3,56.9,57.5,55.2,59.2
2020,178,Yum Brands,40.2,58.2,61.5,59.4,58.4,59.1
2020,179,Analog Devices,63.0,56.0,54.6,58.7,48.1,59.1
2020,181,Juniper Networks,66.4,54.9,54.3,58.3,46.7,59.0
2020,182,Waste Management,56.1,52.1,49.0,67.4,54.5,58.9
2020,183,McCormick,60.5,52.3,53.1,60.9,52.7,58.9
2020,186,Oshkosh Corp.,63.3,58.9,50.7,58.5,49.6,58.9
2020,188,Sherwin-Williams,58.0,51.2,59.2,55.3,55.3,58.8
2020,189,Humana,63.7,54.7,48.8,51.7,64.1,58.7
2020,190,Marriott,62.2,46.0,62.0,58.1,49.3,58.7
2020,191,Citrix Systems,56.5,63.0,50.3,50.1,62.6,58.7
2020,192,Xylem,58.2,53.5,51.2,67.0,47.4,58.7
2020,193,Teradyne Inc,56.5,65.0,48.0,48.4,65.7,58.7
2020,194,Garmin Ltd,43.7,54.1,68.9,49.7,60.5,58.6
2020,195,Southern,46.7,57.9,61.0,57.1,53.4,58.4
2020,196,Bio-Rad Laboratories Inc A,66.4,43.0,51.2,45.6,77.4,58.4
2020,197,BlackRock Inc,41.3,62.7,59.0,57.1,56.0,58.3
2020,198,Mondelez International,50.5,57.3,53.5,61.8,53.2,58.2
2020,199,Church & Dwight,64.0,52.3,49.0,58.8,54.9,58.2
2020,200,Fortinet,54.1,68.7,49.1,45.6,64.5,58.2
2020,201,Wells Fargo,43.6,52.4,64.2,59.5,54.0,58.1
2020,202,Unitedhealth,43.9,48.0,49.9,59.2,77.1,58.1
2020,203,Cognizant Tech Solutions,64.5,44.5,55.0,59.9,52.9,58.1
2020,204,Netflix,44.9,65.8,60.0,41.0,67.7,58.0
2020,205,Emerson Electric Co,45.8,52.3,60.7,56.3,60.0,58.0
2020,206,Ball,52.7,57.0,52.0,62.2,52.1,58.0
2020,209,Hologic,68.7,57.3,50.9,52.0,50.5,58.0
2020,210,Stryker,41.8,63.7,67.8,47.8,53.3,57.8
2020,213,Thermo Fisher Scientific,45.9,51.5,58.1,56.6,62.9,57.7
2020,214,Exelon,42.2,62.1,53.7,62.5,53.2,57.7
2020,215,Baxter,45.5,53.3,56.3,63.5,54.8,57.7
2020,216,Waters,65.1,52.5,51.7,53.2,55.6,57.7
2020,217,ProLogis,54.3,71.9,41.6,59.7,50.5,57.7
2020,218,Western Digital,59.3,46.6,62.7,62.4,40.8,57.6
2020,219,Celanese,59.4,61.1,50.3,56.7,49.1,57.6
2020,220,Exxon Mobil,17.9,51.6,85.2,59.7,50.0,57.5
2020,221,FedEx,57.2,52.1,52.4,62.4,49.9,57.5
2020,223,Xerox Holdings Corp,64.0,36.8,53.3,71.5,46.4,57.5
2020,224,AECOM,66.8,48.9,52.0,60.3,47.1,57.5
2020,225,Polaris Inc,60.3,54.4,59.2,51.5,49.9,57.5
2020,227,Eastman Chemical,54.1,51.6,56.9,62.0,47.0,57.2
2020,228,Seagate Technology,58.0,46.0,51.0,63.6,54.5,57.2
2020,229,Synopsys,53.7,62.6,55.6,48.2,55.6,57.2
2020,230,Lowe's,55.8,39.2,48.7,62.0,68.4,57.0
2020,231,ConocoPhillips,43.4,60.9,47.7,68.5,50.9,57.0
2020,233,Pitney Bowes,67.8,45.4,54.6,63.2,41.0,57.0
2020,234,DexCom Inc,46.5,52.8,55.6,49.6,70.6,57.0
2020,235,Progressive Corp,48.5,63.6,42.8,51.6,71.2,56.9
2020,236,Leidos,49.7,52.9,49.3,66.8,52.7,56.9
2020,237,Ingersoll Rand,64.2,63.3,52.0,51.3,44.1,56.9
2020,238,"Zoom Video Communications, Inc.",53.1,81.5,47.4,34.2,64.3,56.9
2020,239,Baker Hughes,45.9,49.4,63.8,64.0,44.4,56.8
2020,240,Delta Air Lines,47.4,69.5,53.7,58.4,41.4,56.6
2020,241,Take-Two Interactive Software,57.7,58.5,51.7,43.3,65.0,56.6
2020,242,Paycom Software Inc,61.1,63.6,41.8,42.5,70.4,56.6
2020,243,Goldman Sachs Group,45.2,61.3,54.1,59.2,50.3,56.5
2020,244,International Paper,53.5,56.2,52.2,58.6,50.6,56.5
2020,245,PerkinElmer Inc,69.9,45.9,52.5,54.5,50.5,56.5
2020,246,Fortune Brands Innovations Inc,54.4,60.8,58.0,48.3,50.4,56.4
2020,247,CVS Health,59.7,37.7,52.4,61.9,58.7,56.3
2020,251,Anthem Inc,36.2,50.5,53.8,65.3,62.3,56.3
2020,252,Activision Blizzard,65.4,49.6,53.4,50.2,54.0,56.2
2020,254,J.M. Smucker,63.5,48.7,49.2,60.6,49.0,56.2
2020,255,Verisk Analytics,50.8,55.5,55.9,53.3,55.2,56.2
2020,256,Huntsman Corp,61.1,56.0,55.2,54.9,43.2,56.2
2020,257,Darden Restaurants,61.4,60.5,49.4,55.2,45.0,56.1
2020,258,Aptiv,55.8,46.3,56.5,60.0,50.1,56.1
2020,259,NXP Semiconductor,55.3,54.8,53.7,60.2,45.0,56.1
2020,260,First Solar,61.4,58.7,43.1,59.6,49.0,56.0
2020,261,Dominion Energy,45.0,65.4,46.5,60.3,52.8,55.9
2020,262,Cigna,41.3,55.3,49.7,65.4,56.1,55.9
2020,263,Sysco,61.6,49.0,48.7,62.7,47.7,55.9
2020,264,Booz Allen Hamilton,50.0,57.4,51.3,54.7,57.1,55.9
2020,266,ANSYS Inc,61.7,58.5,48.5,50.5,53.3,55.9
2020,267,Square,57.0,60.3,51.3,43.5,61.6,55.9
2020,268,PNC Financial Services Group,61.4,50.7,43.4,62.1,52.8,55.8
2020,269,Freeport-McMoRan,57.0,62.8,47.6,59.8,42.1,55.8
2020,271,Amcor plc,60.7,48.5,51.3,58.4,50.4,55.7
2020,272,Hartford Financial Services Group,44.0,59.7,47.1,63.9,53.1,55.6
2020,273,Charles Schwab,61.0,56.8,52.5,48.0,52.4,55.5
2020,274,Eversource Energy,36.0,68.3,48.2,63.8,50.1,55.5
2020,275,MAXIM INTEGRATED,52.1,50.9,52.4,56.4,56.7,55.5
2020,276,On Semiconductor,54.0,52.7,54.2,60.6,44.5,55.4
2020,277,Keurig Dr Pepper,66.5,48.8,49.5,54.7,49.3,55.2
2020,279,TJX,53.8,52.4,47.8,64.0,47.9,55.1
2020,283,Regency Centers Corp,55.3,57.1,46.4,62.8,44.4,54.9
2020,284,Kroger Co,56.5,39.1,48.9,65.5,55.0,54.8
2020,287,T. Rowe Price Group,46.0,54.1,43.9,56.9,67.2,54.8
2020,289,Biomarin Pharmaceutical Inc,62.0,64.2,48.9,48.1,45.5,54.8
2020,290,Taylor Morrison Home Corp,52.6,69.4,44.4,54.1,47.5,54.8
2020,291,Autoliv,63.1,50.6,46.1,61.7,44.3,54.7
2020,293,Splunk Inc.,61.0,66.1,50.7,47.9,42.2,54.7
2020,295,FactSet Research System,54.3,51.4,48.2,54.6,58.7,54.7
2020,296,Cardinal Health,60.9,49.3,49.7,59.7,45.3,54.6
2020,297,General Dynamics,57.8,47.4,56.5,50.4,53.3,54.5
2020,301,Alcoa Corp,50.2,56.4,53.8,61.5,40.5,54.5
2020,302,Iron Mountain,58.6,45.5,53.9,58.3,47.7,54.5
2020,304,Uber Technologies,48.2,60.4,91.8,37.1,20.1,54.5
2020,307,Comcast,29.5,52.5,57.4,56.2,66.7,54.4
2020,308,Tractor Supply,68.1,43.6,43.6,54.2,58.5,54.4
2020,309,Robert Half,53.7,47.5,52.0,55.1,56.6,54.4
2020,311,Trimble,60.1,54.3,50.6,51.0,50.3,54.4
2020,312,Gap,53.8,48.1,49.9,70.5,37.7,54.2
2020,313,BorgWarner,61.7,48.8,53.9,53.0,46.6,54.1
2020,314,Consolidated Edison Inc,46.5,58.6,49.6,58.6,49.4,54.0
2020,315,Micron Technology,57.6,54.9,55.2,49.2,47.0,54.0
2020,316,Hanesbrands,60.4,34.4,56.0,60.3,50.3,54.0
2020,317,Sonoco Products Co,56.6,58.2,46.8,53.4,49.8,54.0
2020,318,Masco Corp,51.8,53.2,47.7,56.5,54.4,53.9
2021,1,Microsoft,55.4,72.7,136.2,75.4,88.6,105.5
2021,2,Amazon,53.6,53.9,155.0,50.2,77.5,94.3
2021,3,Apple,57.2,62.2,111.8,67.0,89.3,91.6
2021,4,International Business Machines,75.4,53.4,115.6,68.9,54.1,88.9
2021,5,Intel,62.3,60.5,84.9,75.8,71.6,82.9
2021,6,Nvidia,73.3,76.5,65.9,65.2,76.0,81.1
2021,7,Johnson & Johnson,55.8,64.9,90.8,66.9,71.4,80.9
2021,8,Cisco Systems,77.7,66.7,68.7,72.6,62.8,80.5
2021,9,Procter & Gamble,70.4,66.1,78.1,62.0,73.3,79.7
2021,10,HP,69.7,62.5,61.5,79.2,65.4,77.5
2021,11,Pepsi,68.0,58.0,77.0,70.6,63.6,77.4
2021,12,Adobe,59.8,73.5,65.4,70.3,67.9,76.3
2021,12,Alphabet,54.0,55.5,81.6,63.8,84.5,76.1
2021,14,Accenture,69.9,59.7,67.2,71.0,65.8,75.8
2021,15,Merck,64.3,63.0,70.6,70.6,62.9,75.5
2021,16,General Motors,68.8,56.0,81.3,63.3,60.2,75.1
2021,17,Equinix,59.9,64.4,97.5,56.4,45.8,74.9
2021,18,3M,53.8,59.7,82.5,71.3,55.4,74.2
2021,19,Capital One Financial,52.0,62.9,92.8,57.0,57.9,73.3
2021,20,Nike,68.5,49.6,75.5,63.9,67.4,72.9
2021,21,Visa,66.2,61.0,65.4,67.7,64.0,72.8
2021,21,Salesforce,64.4,73.6,67.8,63.1,50.4,72.1
2021,23,Abbott Laboratories,51.1,58.0,78.8,71.6,55.6,71.8
2021,23,Edwards Lifesciences,70.2,62.7,60.7,67.3,59.0,71.6
2021,23,Advanced Micro Devices,60.0,65.6,55.4,63.1,81.8,70.9
2021,26,Ford,68.7,57.0,75.1,61.2,52.3,70.8
2021,26,Pfizer,62.5,62.6,68.9,61.9,59.9,70.3
2021,26,Etsy,65.4,67.8,63.8,50.0,76.9,70.1
2021,29,Lockheed Martin,63.4,60.7,64.1,64.6,62.0,69.9
2021,30,S&P Global,69.6,57.9,50.3,66.5,75.1,69.6
2021,30,JPMorgan Chase,58.4,58.6,69.0,61.2,67.6,69.4
2021,32,Meta Platforms,27.3,67.9,81.7,57.0,84.4,69.4
2021,33,Eli Lilly,62.7,59.4,61.3,65.9,64.4,69.3
2021,34,American Express,53.7,64.6,72.1,62.9,56.9,69.2
2021,35,Target,61.1,52.2,70.0,63.5,65.9,69.2
2021,36,Verizon Communications,46.3,58.9,69.2,68.0,70.2,69.1
2021,37,Amgen,70.9,60.9,56.4,67.5,54.5,69.0
2021,38,Colgate-Palmolive,57.2,69.0,53.2,66.8,68.7,68.9
2021,39,Whirlpool,54.8,57.8,71.6,67.3,56.2,68.8
2021,40,Oracle,67.1,46.8,66.3,61.3,72.7,68.7
2021,40,eBay,55.0,56.5,73.5,63.5,60.6,68.7
2021,40,Coca-Cola,64.0,54.7,67.0,63.8,59.8,68.5
2021,43,Agilent Technologies,77.1,62.3,51.3,65.1,53.9,68.3
2021,43,Caterpillar,75.2,52.7,72.2,56.3,50.5,68.2
2021,45,Lam Research,64.1,63.9,49.6,64.2,72.4,68.1
2021,46,Deere,63.6,52.8,69.1,63.5,56.2,67.7
2021,46,Weyerhaeuser,65.5,54.2,63.3,65.2,57.7,67.6
2021,48,Medtronic,52.5,59.4,75.2,65.9,47.7,67.5
2021,49,Applied Materials,62.3,55.7,58.0,63.9,70.4,67.5
2021,50,Allstate,60.1,42.3,73.8,62.7,67.8,67.4
2021,51,Qualcomm,41.5,57.4,69.6,64.4,75.5,67.2
2021,52,Dell Technologies,61.3,39.9,77.9,63.5,58.8,66.9
2021,53,Home Depot,50.9,51.6,64.3,62.0,81.7,66.9
2021,53,Owens Corning,67.6,63.7,53.0,67.7,50.2,66.8
2021,55,Raytheon,62.6,54.5,83.3,56.2,40.5,66.7
2021,56,Hewlett Packard Enterprise,57.5,58.4,65.4,70.7,45.5,66.7
2021,57,Hershey,69.4,60.0,50.5,67.5,56.0,66.5
2021,58,Hilton Worldwide,70.5,62.1,59.8,65.4,40.1,66.5
2021,59,Walmart,51.2,41.4,88.2,54.2,67.4,66.3
2021,60,Clorox,69.8,61.5,52.0,64.4,55.3,66.3
2021,60,Mastercard,47.0,69.3,55.0,64.9,70.0,66.2
2021,62,Citigroup,49.0,54.0,71.0,66.1,59.9,66.2
2021,62,Linde,67.0,51.5,63.8,66.5,48.7,66.0
2021,64,Texas Instruments,49.2,65.2,48.0,69.2,75.2,66.0
2021,64,General Mills,53.4,64.4,55.4,72.7,51.9,65.9
2021,66,General Electric,59.7,51.1,79.0,59.6,45.6,65.8
2021,66,Johnson Controls International,68.0,47.3,60.7,69.7,48.7,65.2
2021,66,Nielsen Holdings,63.6,52.8,75.4,57.7,44.4,65.2
2021,69,Estee Lauder,66.0,57.5,49.9,65.8,61.9,65.2
2021,70,Honeywell,62.1,49.9,70.7,60.0,53.5,65.1
2021,70,Altria,47.5,59.6,66.4,62.1,63.0,65.0
2021,72,Jones Lang LaSalle,55.7,57.2,62.7,67.2,50.5,64.6
2021,73,Kimberly-Clark,61.4,59.6,51.0,63.5,63.0,64.2
2021,74,Rockwell Automation,64.7,56.5,54.6,61.3,60.8,64.2
2021,74,Humana,62.8,61.8,59.4,59.5,51.1,64.2
2021,74,International Flavors & Fragrances,73.4,54.1,55.5,65.6,42.0,64.0
2021,77,Intuit,54.8,68.3,57.6,57.0,59.3,63.9
2021,78,Newmont Corp,56.1,67.1,49.9,68.4,51.7,63.9
2021,79,Trane Technologies,62.2,60.2,47.8,70.9,51.6,63.8
2021,79,Cummins,54.7,58.6,55.4,69.7,53.6,63.8
2021,81,Vmware Inc A,61.4,68.9,52.9,59.1,52.8,63.8
2021,82,Starbucks,50.2,52.5,68.4,62.1,59.3,63.6
2021,82,Regeneron Pharmaceuticals,59.1,59.7,50.4,55.6,77.9,63.6
2021,84,Northrop Grumman,46.9,57.4,65.6,66.0,53.1,63.2
2021,85,PayPal,46.1,60.5,64.0,60.0,62.7,63.2
2021,85,Autodesk,51.3,66.2,47.2,65.9,64.4,63.1
2021,87,TE Connectivity,71.8,53.1,51.3,64.8,48.9,63.0
2021,88,AbbVie,47.5,63.0,56.3,67.8,55.3,62.9
2021,88,Mettler-Toledo International,68.1,52.5,46.5,61.2,67.2,62.6
2021,88,Illumina,54.6,60.5,52.5,68.2,52.5,62.5
2021,91,Workday,67.5,68.2,48.2,60.7,43.2,62.3
2021,92,Moody's,65.6,56.7,45.7,63.4,60.6,62.3
2021,93,Campbell Soup,61.8,56.2,53.0,66.5,49.2,62.3
2021,94,Biogen,58.0,65.3,48.3,66.6,49.2,62.2
2021,95,Best Buy,68.2,47.6,52.3,62.4,59.7,62.1
2021,95,United Parcel Service,51.7,47.9,61.5,63.3,65.0,62.0
2021,95,Morgan Stanley,57.8,57.1,54.6,60.6,60.0,62.0
2021,95,Huntsman Corp,69.9,57.6,51.2,60.4,47.5,61.8
2021,99,McCormick,64.9,62.2,48.7,62.7,48.0,61.8
2021,99,Marriott,60.7,52.7,62.0,60.7,48.6,61.7
2021,101,Keysight Technologies,65.3,62.0,48.4,58.9,54.4,61.6
2021,101,T-Mobile,50.0,59.9,62.9,57.7,56.8,61.6
2021,101,Xylem,63.8,53.7,50.9,68.8,46.2,61.6
2021,101,Bank of America,45.4,61.0,55.8,67.2,55.1,61.4
2021,105,Bristol-Myers Squibb,45.8,66.4,62.7,62.4,44.4,61.3
2021,105,Leidos,50.9,55.7,55.6,69.4,50.9,61.2
2021,105,Archer-Daniels-Midland,68.8,56.2,50.2,57.9,54.5,61.2
2021,108,Automatic Data Processing,57.9,56.1,53.0,61.3,58.7,61.2
2021,108,Intuitive Surgical,53.9,66.2,63.0,47.5,57.9,61.0
2021,110,CBRE Group,52.5,57.8,53.3,65.3,55.5,61.0
2021,110,DuPont de Nemours,61.6,53.9,72.3,50.4,43.3,60.9
2021,112,Dow,51.4,64.3,60.6,55.4,52.7,60.8
2021,113,Cadence Design Systems,62.1,64.5,49.2,54.2,58.2,60.7
2021,114,Ball,57.3,59.4,47.5,68.3,49.3,60.7
2021,115,AES,53.6,66.5,57.3,59.7,43.6,60.6
2021,116,ProLogis,60.3,68.3,44.5,63.3,46.2,60.6
2021,117,Danaher,63.4,54.3,58.6,53.8,54.5,60.5
2021,118,Vertex Pharmaceuticals,64.4,56.7,50.2,52.4,65.7,60.4
2021,119,Philip Morris International,35.7,54.0,63.0,60.2,74.2,60.4
2021,119,VF,64.0,56.4,49.2,64.3,47.1,60.4
2021,121,Anthem Inc,36.1,51.3,64.8,70.3,56.3,60.3
2021,121,FedEx,59.7,51.2,54.0,60.1,59.0,60.2
2021,123,Eaton,62.5,52.8,51.3,64.6,48.5,60.0
2021,123,Cardinal Health,61.6,47.9,52.3,67.0,50.5,60.0
2021,125,Cigna,40.0,56.8,55.3,70.7,56.6,60.0
2021,125,Waste Management,61.1,53.3,50.3,64.1,52.1,60.0
2021,125,Kellogg,54.8,55.6,51.8,67.3,49.6,60.0
2021,128,Becton Dickinson,49.2,55.3,63.3,63.6,45.3,59.9
2021,129,Yum Brands,45.6,55.1,56.4,62.9,62.4,59.8
2021,129,Stanley Black & Decker,64.6,48.2,56.2,60.6,49.6,59.8
2021,131,NextEra Energy,53.8,56.6,60.1,59.2,49.3,59.7
2021,131,Wells Fargo,39.8,47.3,77.5,61.4,49.1,59.7
2021,131,Pitney Bowes,72.8,47.2,51.6,61.3,45.8,59.7
2021,131,W.W. Grainger,65.6,58.5,44.6,60.7,52.7,59.7
2021,135,Oshkosh Corp.,66.9,57.3,51.3,56.9,48.0,59.6
2021,136,Western Union Co,57.5,50.6,58.6,58.9,54.5,59.6
2021,137,Gap,55.4,50.1,59.9,65.4,44.4,59.6
2021,137,Travelers,50.7,59.8,54.4,59.3,57.4,59.6
2021,137,Costco Wholesale,50.2,61.6,58.9,49.6,65.0,59.5
2021,137,Thermo Fisher Scientific,49.3,54.8,56.5,58.4,63.8,59.5
2021,141,Goldman Sachs Group,45.8,56.0,49.4,66.4,64.2,59.4
2021,141,Prudential Financial,42.3,52.5,60.4,65.7,57.1,59.4
2021,143,Air Products & Chemicals,44.6,59.6,54.3,67.8,50.5,59.4
2021,143,Square,59.6,64.6,48.1,48.8,66.3,59.4
